,avg._session_duration,bounce_rate,content_unique?,design_unique?,listing_type,net_profit,page_views_0,page_views_1,page_views_2,page_views_3,page_views_4,page_views_5,page_views_6,page_views_7,page_views_8,page_views_9,page_visitors_0,page_visitors_1,page_visitors_2,page_visitors_3,page_visitors_4,page_visitors_5,page_visitors_6,page_visitors_7,page_visitors_8,page_visitors_9,pages_/_session,platform,site_age,site_type,starting_price,template_unique?
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $1 ",
0,"
  00:02:38
","
  31.26%
",,,,"
  —
","28,557","49,537","63,254","63,960","46,967","26,837","26,100","15,714","6,087","3,893","5,748","10,055","11,362","10,681","7,189","4,462","4,250","2,566",976,676,"
  4.14
","
  —
","
  11 months
","
  SaaS
","
    $1,500 ",
0,"
  00:00:24
","
  89.57%
",,,,"
  —
",44,40,32,10,1,14,23,52,111,111,35,35,21,6,1,8,12,35,67,45,"
  1.28
","
  —
","
  1 year
","
  Services
","
    $299 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $49 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 months
","
  SaaS
","
    $500 ","
  No
"
0,"
  00:00:31
","
  77.73%
",,,,"
  —
",123,215,158,126,247,146,210,274,198,312,65,104,83,93,102,92,111,125,118,80,"
  1.85
","
  —
","
  14 years
","
  Content
","
    $1,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  6 months
","
  eCommerce
","
    $120 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  4 months
","
  eCommerce
","
    $1 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  5 months
","
  eCommerce
","
    $1 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $100 ",
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  2 months
","
  Content
","
    $800 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  5 years
","
  Content
","
    $2,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  6 years
","
  Content
","
    $10,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $89 ","
  No
"
0,,,"
  Yes
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $99 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Services
","
    $275 ",
0,,,"
  Yes
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $99 ","
  No
"
0,,,"
  Yes
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  3 months
","
  eCommerce
","
    $200 ","
  No
"
0,"
  00:01:00
","
  87.37%
",,,,"
  —
","46,417","54,542","58,221","69,816","76,190","71,184","73,140","82,642","94,780","121,673","27,979","32,632","33,917","39,771","43,471","40,654","40,012","45,514","52,075","66,149","
  1.25
","
  PHP
","
  2 years
","
  Content
","
    $500 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
","
    $47 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $89 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  5 years
","
  Content
","
    $1,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $67 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $5 ","
  No
"
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  1 month
","
  Content
","
    $49 ","
  No
"
0,"
  00:00:23
","
  90.00%
",,,,"
  —
",371,529,426,414,400,131,85,365,361,565,306,422,318,323,298,72,70,284,293,341,"
  1.15
","
  Wordpress 4.7
","
  7 years
","
  Content
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $1,070 ",
0,"
  00:02:52
","
  71.06%
","
  Yes
","
  Yes
","
  Starter Site
",,97,130,88,23,0,0,0,0,0,0,35,28,15,12,0,0,0,0,0,0,"
  2.65
","
  Wordpress 4.9
","
  3 months
","
  Content
","
    $25,000 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $30 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $97 ",
0,"
  00:00:03
","
  94.30%
",,,,"
  —
",25,123,584,535,220,104,66,0,0,0,25,119,497,455,111,37,8,0,0,0,"
  1.06
","
  —
","
  1 year
","
  Services
","
    $800 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  7 months
","
  Services
","
    $350,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $35 ",
0,"
  00:02:37
","
  3.08%
","
  Yes
","
  Yes
","
  Starter Site
",,"35,146","4,921",201,0,0,0,0,0,0,0,"13,843","1,886",4,0,0,0,0,0,0,0,"
  4.11
","
  Wordpress 4.9
","
  3 months
","
  Services
","
    $10 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  SaaS
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  8 months
","
  Services
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.6
","
  1 month
","
  eCommerce
","
    $99 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $15 ",
0,"
  00:02:10
","
  0.69%
",,,,"
  —
","14,525","14,338","10,327","8,872","11,432","13,695","33,954","24,810","30,599","31,021","1,367","1,505","1,319","1,134","1,062","1,266","2,564","2,440","2,780","3,035","
  5.53
","
  —
","
  3 years
","
  Transactional / Marketplace
","
    $1,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 year
","
  Content
","
    $79 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $89 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $49 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Services
","
    $200 ",
0,"
  00:00:23
","
  90.12%
",,,,"
  —
",299,261,237,306,232,235,232,250,232,217,248,200,163,155,162,174,161,185,181,169,"
  1.29
","
  —
","
  1 year
","
  Content
","
    $30 ",
0,"
  00:01:09
","
  81.79%
",,,,"
  —
",20,37,34,10,10,19,12,33,15,14,9,31,12,9,8,15,7,16,15,7,"
  1.74
","
  —
","
  1 year
","
  Content
","
    $30 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  eCommerce
","
    $80 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
","
    $100 ","
  No
"
0,"
  00:01:43
","
  0.00%
","
  Yes
","
  Yes
","
  Starter Site
",,"2,336",242,890,693,"1,307",415,407,0,0,0,177,46,93,60,48,52,39,0,0,0,"
  8.21
","
  —
","
  6 months
","
  Services
","
    $500 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 years
","
  Services
","
    $20 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  7 months
","
  eCommerce
","
    $100 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  eCommerce
","
    $99 ","
  No
"
0,"
  00:00:54
","
  77.15%
",,,,"
  —
","3,502","4,510","4,842","5,345","5,498","5,334","6,481","1,465",361,477,"2,228","2,864","3,264","3,441","3,570","3,474","4,470",881,170,201,"
  1.44
","
  Blogger
","
  4 years
","
  Content
","
    $300 ",
0,,,"
  Yes
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $125 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  8 years
","
  eCommerce
","
    $1 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $89 ","
  No
"
0,"
  00:04:49
","
  42.39%
",,,,"
  —
","2,188","2,633","1,713","2,547","2,500","2,760","1,998","2,771","4,454","2,057",262,346,322,283,313,250,218,217,292,160,"
  4.91
","
  PHP
","
  9 months
","
  Content
","
    $6,900 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  SaaS
","
    $900 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  4 years
","
  Services
","
    $300 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  7 months
","
  Content
","
    $250 ",
0,"
  00:00:34
","
  87.71%
",,,,"
  —
",203,320,366,467,"1,167",589,177,372,"2,070",0,154,235,252,294,872,445,120,186,"1,339",0,"
  1.19
","
  —
","
  11 years
","
  SaaS
","
    $75 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Simple ​​Machines ​​Forum
","
  1 month
","
  Content
","
    $1 ","
  No
"
0,"
  00:01:00
","
  83.17%
",,,,"
  —
","36,202","18,802","4,414","2,341","2,737","2,245",0,40,40,302,"24,439","13,253","2,943","1,237",958,724,0,28,16,62,"
  1.33
","
  Word​​Press
","
  1 year
","
  Content
","
    $500 ",
0,"
  00:00:20
","
  89.62%
",,,,"
  —
","3,237","3,911","2,944","11,510","70,478","33,571",0,0,0,0,"2,563","2,688","1,871","9,283","47,849","14,202",0,0,0,0,"
  1.38
","
  —
","
  8 months
","
  Content
","
    $15 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  7 months
","
  Content
","
    $50 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 months
","
  Services
","
    $10 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $69 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  7 months
","
  eCommerce
","
    $99 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 year
","
  Content
","
    $69 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $99 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 year
","
  Transactional / Marketplace
","
    $50 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Services
","
    $500 ",
0,"
  00:00:33
","
  77.88%
",,,,"
  —
",87,27,21,32,53,68,251,354,0,0,42,14,13,14,11,19,52,38,0,0,"
  1.36
","
  —
","
  11 months
","
  Content
","
    $500 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $89 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
","
    $11 ","
  No
"
0,,,"
  Yes
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $99 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 year
","
  SaaS
","
    $100 ",
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  9 months
","
  eCommerce
","
    $129 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  7 years
","
  Content
","
    $150 ",
0,"
  00:03:42
","
  69.00%
",,,,"
  —
",72,251,93,0,0,0,0,0,0,0,19,86,44,0,0,0,0,0,0,0,"
  2.38
","
  —
","
  6 months
","
  eCommerce
","
    $500 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $69 ","
  No
"
0,"
  00:00:38
","
  79.03%
",,,,"
  —
",139,104,152,357,131,270,112,98,113,132,106,78,100,234,100,226,85,84,81,85,"
  1.31
","
  Wordpress 4.9
","
  1 year
","
  Content
","
    $16 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wix ​​Premium
","
  1 year
","
  eCommerce
","
    $100,000 ",
0,"
  00:01:15
","
  77.91%
",,,,"
  —
",170,339,302,185,168,247,311,627,264,157,92,173,181,114,114,138,183,383,217,71,"
  1.63
","
  Word​​Press
","
  2 years
","
  Content
","
    $135 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 year
","
  eCommerce
","
    $18,542 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 year
","
  Content
","
    $498 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 year
","
  Content
","
    $69 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Services
","
    $498 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 year
","
  Services
","
    $498 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Services
","
    $10,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $139 ","
  No
"
0,"
  00:00:13
","
  29.89%
",,,,"
  —
",74,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,"
  0.43
","
  Wordpress 4.9
","
  5 months
","
  Services
","
    $10 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $89 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  8 years
","
  Content
","
    $99 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 months
","
  Content
","
    $75 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  SaaS
","
    $9,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  7 months
","
  eCommerce
","
    $599 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Services
","
    $99 ","
  No
"
0,"
  00:01:00
","
  93.27%
",,,,"
  —
",24,17,14,16,36,21,102,5,9,0,15,17,13,15,30,20,64,5,6,0,"
  1.19
","
  —
","
  1 year
","
  Content
","
    $1 ",
0,"
  00:01:29
","
  82.16%
",,,,"
  —
",336,44,152,157,0,0,0,0,0,0,120,32,72,54,0,0,0,0,0,0,"
  1.77
","
  —
","
  8 months
","
  Content
","
    $299 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  5 months
","
  Services
","
    $49 ","
  No
"
0,"
  00:00:24
","
  12.64%
",,,,"
  —
","15,555","13,918","14,662","15,291","12,379","10,925","10,252","8,364","8,216","3,364","6,359","5,646","6,267","6,284","5,133","4,542","4,172","3,181","3,177","1,022","
  2.15
","
  Wordpress 4.9
","
  2 years
","
  Content
","
    $1,200 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
","
    $1 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  7 months
","
  Content
","
    $1,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  6 months
","
  eCommerce
","
    $175 ",
0,"
  00:00:43
","
  20.51%
",,,,"
  —
",89,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,"
  0.76
","
  —
","
  4 years
","
  Content
","
    $150 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  3 months
","
  Services
","
    $10,000 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Transactional / Marketplace
","
    $9,999 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $69 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  2 months
","
  Content
","
    $148 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.7
","
  1 month
","
  eCommerce
","
    $75 ","
  No
"
0,"
  00:00:43
","
  67.90%
",,,,"
  —
","2,309,124","970,205","291,679","54,382","2,078",0,0,0,0,0,"652,470","410,680","167,282","29,551",218,0,0,0,0,0,"
  2.26
","
  —
","
  1 year
","
  SaaS
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  SaaS
","
    $1,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  1 month
","
  Content
","
    $79 ","
  No
"
0,"
  00:01:25
","
  2.60%
",,,,"
  —
",308,0,0,0,0,0,61,719,636,714,43,0,0,0,0,0,34,449,429,320,"
  1.60
","
  Word​​Press
","
  1 year
","
  Content
","
    $500 ",
0,"
  00:01:59
","
  79.01%
",,,,"
  —
",747,996,556,556,387,150,112,101,80,86,433,620,353,294,308,118,78,73,53,66,"
  1.56
","
  —
","
  2 years
","
  Content
","
    $547 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  5 months
","
  eCommerce
","
    $650 ",
0,"
  00:01:40
","
  19.89%
","
  Yes
","
  Yes
","
  Starter Site
",,"2,658",0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,"
  1.19
","
  Wordpress 4.9
","
  2 months
","
  Content
","
    $10 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  6 months
","
  Services
","
    $38,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  SaaS
","
    $10 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 year
","
  Content
","
    $79 ",
0,"
  00:01:02
","
  78.70%
",,,,"
  —
",6,45,14,0,0,0,0,0,0,0,6,12,7,0,0,0,0,0,0,0,"
  1.48
","
  —
","
  1 year
","
  Content
","
    $40 ",
0,,,"
  Yes
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Transactional / Marketplace
","
    $50 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  10 months
","
  SaaS
","
    $2,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $99 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $99 ","
  No
"
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $69 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $75 ","
  No
"
0,"
  00:00:36
","
  79.37%
",,,,"
  —
","1,265","1,325","1,495","1,964","1,364",700,160,112,0,0,842,832,"1,021","1,306",957,409,66,30,0,0,"
  1.41
","
  —
","
  1 year
","
  Content
","
    $25 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $75 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Services
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Weebly
","
  1 year
","
  Services
","
    $100 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $75 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  7 years
","
  eCommerce
","
    $13,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $64 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $139 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  eCommerce
","
    $99 ","
  No
"
