,avg._session_duration,bounce_rate,content_unique?,design_unique?,listing_type,net_profit,page_views_0,page_views_1,page_views_2,page_views_3,page_views_4,page_views_5,page_views_6,page_views_7,page_views_8,page_views_9,page_visitors_0,page_visitors_1,page_visitors_2,page_visitors_3,page_visitors_4,page_visitors_5,page_visitors_6,page_visitors_7,page_visitors_8,page_visitors_9,pages_/_session,platform,site_age,site_type,starting_price,template_unique?
0,"
  00:00:40
","
  83.66%
",,,,"
  —
","1,350",891,"1,516","1,471","1,124","1,187","2,494",959,"1,128","1,987",765,597,"1,030","1,019",793,881,"1,000",477,470,248,"
  1.47
","
  —
","
  1 year
","
  eCommerce
","
    $15,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $199 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Services
","
    $200 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $99 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $99 ","
  No
"
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  eCommerce
","
    $1 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 year
","
  Content
","
    $250 ",
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
","
    $55 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  1 month
","
  eCommerce
","
    $1,000 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $50 ","
  No
"
0,"
  00:00:00
","
  95.24%
",,,,"
  —
",4,8,2,4,13,3,11,0,0,0,4,7,2,4,8,3,7,0,0,0,"
  1.05
","
  —
","
  9 months
","
  Services
","
    $97 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $65 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Services
","
    $149 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $99 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $89 ","
  No
"
0,,,"
  Yes
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  eCommerce
","
    $79 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $89 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $500 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  1 month
","
  Content
","
    $79 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $5 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 months
","
  Content
","
    $550 ",
0,,,"
  Yes
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  eCommerce
","
    $89 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $64 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $139 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $139 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  2 months
","
  eCommerce
","
    $99 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $99 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Services
","
    $139 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $299 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $67 ","
  No
"
0,,,"
  Yes
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  eCommerce
","
    $79 ","
  No
"
0,"
  00:02:45
","
  20.07%
","
  Yes
","
  Yes
","
  Starter Site
",,"1,907",0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,"
  1.41
","
  Wordpress 4.9
","
  3 months
","
  Content
","
    $200 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Content
","
    $999 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wix ​​Premium
","
  1 year
","
  Content
","
    $55,000 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  Content
","
    $500 ",
0,"
  00:00:54
","
  50.22%
",,,,"
  —
",327,77,0,0,0,0,0,0,0,0,101,57,0,0,0,0,0,0,0,0,"
  1.19
","
  Wordpress 4.9
","
  5 months
","
  Services
","
    $25 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $59 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $67 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  Transactional / Marketplace
","
    $20 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  1 month
","
  Services
","
    $97 ","
  No
"
0,"
  00:01:23
","
  11.01%
",,,,"
  —
",0,"1,592",0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,"
  4.87
","
  Wordpress 4.9
","
  11 months
","
  eCommerce
","
    $149 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  October ​​CMS
","
  6 months
","
  SaaS
","
    $100 ",
0,"
  00:00:34
","
  48.01%
",,,,"
  —
",94,31,0,0,0,0,0,0,0,0,52,15,0,0,0,0,0,0,0,0,"
  1.23
","
  —
","
  6 months
","
  eCommerce
","
    $25 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  4 months
","
  Content
","
    $69 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  2 years
","
  Content
","
    $600 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
","
    $89 ","
  No
"
0,"
  00:00:13
","
  79.70%
",,,,"
  —
",38,14,28,7,1,24,1,28,19,5,21,10,28,7,1,24,1,17,19,4,"
  1.38
","
  Word​​Press
","
  2 years
","
  Content
","
    $99 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $79 ","
  No
"
0,"
  00:01:14
","
  9.89%
",,,,"
  —
",260,591,459,668,610,635,"4,829","7,751","7,879","7,429",80,137,126,181,197,182,898,"1,238","1,405","1,080","
  3.27
","
  —
","
  2 years
","
  Services
","
    $20,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  3 months
","
  eCommerce
","
    $10 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  2 months
","
  Content
","
    $1 ","
  No
"
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $99 ","
  No
"
0,"
  00:01:31
","
  35.74%
","
  Yes
","
  Yes
","
  Starter Site
",,"1,276",126,0,0,0,0,0,0,0,0,729,32,0,0,0,0,0,0,0,0,"
  1.65
","
  —
","
  2 months
","
  Content
","
    $70 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 year
","
  Content
","
    $100 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 years
","
  Services
","
    $99 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  2 months
","
  eCommerce
","
    $55 ","
  No
"
0,"
  00:00:48
","
  86.32%
",,,,"
  —
","14,487","14,027","13,330","11,860","11,127","6,838","6,405","6,669","4,995","2,809","9,999","8,966","8,644","6,583","6,668","4,507","3,706","3,125","2,536","1,520","
  1.39
","
  —
","
  2 years
","
  Services
","
    $3,000 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  11 months
","
  Services
","
    $11 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  7 years
","
  Content
","
    $2,500 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  2 years
","
  Content
","
    $200 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  1 year
","
  Content
","
    $500 ",
0,"
  00:00:50
","
  51.12%
",,,,"
  —
","3,062","3,335","2,844","3,505","3,182","3,738","3,441","3,989","2,499","2,864","1,399","1,603","1,463","1,734","1,515","1,681","1,553","1,530","1,035","1,016","
  1.95
","
  Wordpress 4.9
","
  2 years
","
  Content
","
    $500 ",
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $500 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $1 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $100,000 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $60 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Services
","
    $50 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $50 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $139 ","
  No
"
0,,,"
  Yes
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $116 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
","
    $6 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  eCommerce
","
    $200 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $139 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Services
","
    $139 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $125 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Squarespace
","
  3 months
","
  Content
","
    $300 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 year
","
  Content
","
    $500 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  7 years
","
  Content
","
    $79 ",
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  1 month
","
  Content
","
    $75 ","
  No
"
0,"
  00:00:08
","
  15.97%
","
  Yes
","
  Yes
","
  Starter Site
",,356,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,"
  0.55
","
  —
","
  7 months
","
  eCommerce
","
    $50 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  Services
","
    $67 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $129 ","
  No
"
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $99 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $79 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.8
","
  10 months
","
  Content
","
    $100 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  Content
","
    $1 ","
  No
"
0,"
  00:00:56
","
  74.45%
",,,,"
  —
",279,324,865,316,99,12,45,29,21,0,153,154,345,163,31,11,21,26,15,0,"
  1.65
","
  —
","
  6 months
","
  eCommerce
","
    $250 ",
0,"
  00:00:43
","
  47.87%
",,,,"
  —
","3,896",557,0,0,0,0,0,0,0,0,"3,013",462,0,0,0,0,0,0,0,0,"
  0.75
","
  —
","
  1 year
","
  Content
","
    $100 ",
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $89 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  1 year
","
  eCommerce
","
    $1 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  9 months
","
  Content
","
    $4,000 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  2 months
","
  eCommerce
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
","
    $34 ","
  No
"
0,"
  00:03:18
","
  51.31%
","
  Yes
","
  Yes
","
  Starter Site
",,118,53,0,0,0,0,0,0,0,0,45,6,0,0,0,0,0,0,0,0,"
  3.66
","
  PHP
","
  3 months
","
  Services
","
    $1 ","
  No
"
0,"
  00:03:03
","
  71.55%
",,,,"
  —
",164,253,60,115,196,359,"1,604","1,309",0,0,83,42,28,49,90,191,502,325,0,0,"
  2.65
","
  Wordpress 4.9
","
  11 months
","
  Services
","
    $1 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $153 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $89 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $50 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $79 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Services
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
","
    $89 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  1 month
","
  Transactional / Marketplace
","
    $115 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $899 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.5
","
  1 month
","
  Services
","
    $89 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $89 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $197 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  2 months
","
  Content
","
    $99 ","
  No
"
0,,,"
  Yes
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Transactional / Marketplace
","
    $1 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $59 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $4,999 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $99 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $99 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $89 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $99 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $89 ","
  No
"
0,,,"
  No
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  1 month
","
  Content
","
    $49 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.4
","
  1 month
","
  eCommerce
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  eCommerce
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  eCommerce
","
    $75 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $115 ",
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  eCommerce
","
    $500 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $120 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $149 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  4 years
","
  eCommerce
","
    $3,000 ",
0,"
  00:00:00
","
  100.00%
",,,,"
  —
",2,4,4,8,2,6,5,12,13,349,2,4,4,8,2,6,5,12,11,253,"
  1.00
","
  Wordpress 4.6
","
  1 year
","
  Services
","
    $100 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 year
","
  Services
","
    $90 ",
0,"
  00:01:24
","
  55.19%
",,,,"
  —
",428,"5,766","4,857","2,171","1,608","14,152","2,055","2,538","1,291",542,251,"1,381","1,589",852,443,"5,864",266,225,115,72,"
  2.09
","
  —
","
  1 year
","
  Services
","
    $500 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $135 ","
  No
"
0,"
  00:01:23
","
  62.46%
",,,,"
  —
",261,417,208,464,400,313,591,416,220,365,67,96,74,125,89,86,208,135,86,126,"
  3.46
","
  —
","
  2 years
","
  eCommerce
","
    $100 ",
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  6 months
","
  Content
","
    $199 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Services
","
    $97 ","
  No
"
0,"
  00:00:55
","
  67.57%
",,,,"
  —
",39,22,15,73,0,0,0,0,0,0,28,12,11,7,0,0,0,0,0,0,"
  1.51
","
  Wordpress 4.9
","
  8 years
","
  Content
","
    $1,999 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  1 month
","
  Services
","
    $50 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 month
","
  Content
","
    $100 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  —
","
  1 year
","
  eCommerce
","
    $100 ",
0,"
  00:00:12
","
  16.86%
","
  Yes
","
  Yes
","
  Starter Site
",,"24,742",0,0,0,0,0,0,0,0,0,"13,695",0,0,0,0,0,0,0,0,0,"
  0.56
","
  Wordpress 4.6
","
  1 month
","
  Content
","
    $100 ","
  No
"
0,,,"
  Yes
","
  Yes
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  eCommerce
","
    $89 ","
  No
"
0,"
  00:01:10
","
  67.26%
",,,,"
  —
",530,697,727,629,884,"1,148",844,867,"1,054","1,358",185,260,222,235,324,325,309,286,328,471,"
  2.42
","
  —
","
  3 years
","
  Content
","
    $50 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Wordpress 4.9
","
  1 month
","
  Content
","
    $89 ","
  No
"
0,"
  00:00:54
","
  80.48%
",,,,"
  —
","3,171","3,438","3,163","3,521","3,996","3,657","2,958","3,062","3,001","3,384","1,833","1,903","1,618","1,663","2,298","2,133","1,708","1,791","1,717","1,985","
  1.49
","
  PHP
","
  4 years
","
  SaaS
","
    $18,900 ",
0,"
  00:00:14
","
  61.52%
",,,,"
  —
","8,272","2,316",0,65,29,7,57,53,0,0,"7,097","1,840",0,20,15,6,13,13,0,0,"
  0.78
","
  Wordpress 4.9
","
  1 year
","
  Content
","
    $100 ",
0,"
  00:02:36
","
  51.57%
","
  Yes
","
  Yes
","
  Starter Site
",,"6,774",459,0,0,0,0,0,0,0,0,"3,340",87,0,0,0,0,0,0,0,0,"
  1.64
","
  —
","
  3 months
","
  eCommerce
","
    $250 ","
  No
"
0,,,,,,"
  —
",,,,,,,,,,,,,,,,,,,,,,"
  PHP
","
  6 months
","
  Content
","
    $40 ",
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  Word​​Press
","
  1 month
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  8 months
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  10 months
","
  Content
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  eCommerce
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  eCommerce
","
    $75 ","
  No
"
0,,,"
  No
","
  No
","
  Starter Site
",,,,,,,,,,,,,,,,,,,,,,,"
  —
","
  3 months
","
  Content
","
    $75 ","
  No
"
0,"
  00:00:09
","
  78.91%
",,,,"
  —
",13,24,13,87,92,0,0,0,0,0,9,17,11,71,42,0,0,0,0,0,"
  1.34
","
  —
","
  1 year
","
  Content
","
    $60 ",
0,"
  00:01:09
","
  79.39%
",,,,"
  —
",81,121,103,126,144,184,88,113,165,227,49,78,72,67,82,73,41,61,73,71,"
  1.45
","
  Buddy​​Press
","
  8 years
","
  Content
","
    $25,000 ",
